#(0)Hugo,(1)Profile,(2)FL,(3)Material of Real,(4)Rotate,(5)FrontColor,(6)BackColor,(7)SectionColor
#SETTINGS,NorthAmerica,inch,,,,,
#ALL,ALL,,,,,,
##STEEL_BEAM,,,,,,,
W21x50,H-20.83x6.53x0.38x0.54,,,,matSTEEL,BLACK,BLACK
W21x44,H-20.66x6.50x0.35x0.45,,,,matSTEEL,BLACK,BLACK
W18x311,H-22.32x12.01x1.52x2.74,,,,matSTEEL,BLACK,BLACK
W18x283,H-21.85x11.89x1.40x2.50,,,,matSTEEL,BLACK,BLACK
W18x258,H-21.46x11.77x1.28x2.30,,,,matSTEEL,BLACK,BLACK
W18x234,H-21.06x11.65x1.16x2.11,,,,matSTEEL,BLACK,BLACK
W18x211,H-20.67x11.56x1.06x1.91,,,,matSTEEL,BLACK,BLACK
W18x192,H-20.35x11.46x0.96x1.75,,,,matSTEEL,BLACK,BLACK
W18x175,H-20.04x11.38x0.89x1.59,,,,matSTEEL,BLACK,BLACK
W18x158,H-19.72x11.30x0.81x1.44,,,,matSTEEL,BLACK,BLACK
W18x143,H-19.49x11.22x0.73x1.32,,,,matSTEEL,BLACK,BLACK
W18x130,H-19.25x11.16x0.67x1.20,,,,matSTEEL,BLACK,BLACK
W18x119,H-18.97x11.27x0.66x1.06,,,,matSTEEL,BLACK,BLACK
W18x106,H-18.73x11.20x0.59x0.94,,,,matSTEEL,BLACK,BLACK
W18x97,H-18.59x11.15x0.54x0.87,,,,matSTEEL,BLACK,BLACK
W18x86,H-18.39x11.09x0.48x0.77,,,,matSTEEL,BLACK,BLACK
W18x76,H-18.21x11.04x0.43x0.68,,,,matSTEEL,BLACK,BLACK
W18x71,H-18.47x7.64x0.50x0.81,,,,matSTEEL,BLACK,BLACK
W18x65,H-18.35x7.59x0.45x0.75,,,,matSTEEL,BLACK,BLACK
W18x60,H-18.24x7.56x0.42x0.70,,,,matSTEEL,BLACK,BLACK
W18x55,H-18.11x7.53x0.39x0.63,,,,matSTEEL,BLACK,BLACK
W18x50,H-17.99x7.50x0.36x0.57,,,,matSTEEL,BLACK,BLACK
